,entity_type,n_possible_dependents,possible_dependents,raw_sentence,sentence_position,sentence_root,text_value
2524,PHONE_NUMBER,3,"ORG:Trade, ORG:Thompson, CARDINAL:001","The amount smoked per day, did he have features that were consistent with addiction because of the amount he smoked per day?\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=122\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5616",25054,features,1480753
2525,PHONE_NUMBER,3,"ORG:Trade, ORG:Thompson, CARDINAL:001","The amount smoked per day, did he have features that were consistent with addiction because of the amount he smoked per day?\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=122\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5616",25054,features,358 6486
2526,PHONE_NUMBER,3,"ORG:Trade, ORG:Thompson, CARDINAL:001","The amount smoked per day, did he have features that were consistent with addiction because of the amount he smoked per day?\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=122\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5616",25054,features,1480753
2527,INTERNATIONAL_PHONE_NUMBER,3,"ORG:Trade, ORG:Thompson, CARDINAL:001","The amount smoked per day, did he have features that were consistent with addiction because of the amount he smoked per day?\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=122\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5616",25054,features,001-060-358-6486
2528,CARDINAL,1,CARDINAL:one,"Well, I think one of the things I looked\n\nfor is, does it increase over time?  ",25097,increase,one
2529,ORG,1,ORG:the\n\npattern,What is the\n\npattern?  ,25116,is,the\n\npattern
2530,PERSON,1,PERSON:I\n\nfound,"I\n\nfound he smoked solidly a pack around 21, that he\n\nwent up in young adulthood to 25 to 30",25129,smoked,I\n\nfound
2531,CARDINAL,2,"CARDINAL:two, PERSON:couldn\'t","cigarettes,\n\nthat he was moved up to two packs a day, even before\n\nhe switched to the filters.\n\nThen after he got the filters he was\n\nfrustrated because he couldn\'t get the nicotine out\n\nof it.  ",25148,moved,two
2532,PERSON,2,"CARDINAL:two, PERSON:couldn\'t","cigarettes,\n\nthat he was moved up to two packs a day, even before\n\nhe switched to the filters.\n\nThen after he got the filters he was\n\nfrustrated because he couldn\'t get the nicotine out\n\nof it.  ",25148,moved,couldn\'t
2533,CARDINAL,3,"CARDINAL:more, CARDINAL:than, CARDINAL:two","He had more than two packs a day, and he said\n\nit.  ",25182,had,more than two
2534,PERSON,1,PERSON:with\n\nDr,He said it in the medical exam that he had with\n\nDr.,25196,said,with\n\nDr
2535,NORP,1,NORP:Hoge.\n\nQ,Hoge.\n\nQ    ,25208,Hoge.\n\nQ,Hoge.\n\nQ
2536,PERSON,2,"PERSON:Shulman, ORG:please?\n\nA","How long did Mr. Shulman smoke based on your synthesis of these records, please?\n\nA    ",25210,smoke,Shulman
2537,ORG,2,"PERSON:Shulman, ORG:please?\n\nA","How long did Mr. Shulman smoke based on your synthesis of these records, please?\n\nA    ",25210,smoke,please?\n\nA
2538,CARDINAL,3,"CARDINAL:one, CARDINAL:one, ORG:\'82","Some of the medical records says he stopped in \'75, one says \'72, one says \'82.  ",25236,says,one
2539,CARDINAL,3,"CARDINAL:one, CARDINAL:one, ORG:\'82","Some of the medical records says he stopped in \'75, one says \'72, one says \'82.  ",25236,says,one
2540,ORG,3,"CARDINAL:one, CARDINAL:one, ORG:\'82","Some of the medical records says he stopped in \'75, one says \'72, one says \'82.  ",25236,says,\'82
2541,DATE,2,"DATE:40, DATE:years",Maybe he smoked 40 years.  ,25256,smoked,40 years
2542,PERSON,4,"PERSON:didn\'t, DATE:the, DATE:mid, DATE:\'80s","didn\'t quit until the mid \'80s, the late \'80s.  ",25269,quit,didn\'t
2543,DATE,4,"PERSON:didn\'t, DATE:the, DATE:mid, DATE:\'80s","didn\'t quit until the mid \'80s, the late \'80s.  ",25269,quit,the mid \'80s
2544,CARDINAL,3,"CARDINAL:One, PERSON:couldn\'t, PERSON:didn\'t","One thing that occurs to me is that he had trouble, he couldn\'t smoke in the movie theaters, that didn\'t happen until I think the late \'70s or \'80s.\n\nQ    ",25281,is,One
2545,PERSON,3,"CARDINAL:One, PERSON:couldn\'t, PERSON:didn\'t","One thing that occurs to me is that he had trouble, he couldn\'t smoke in the movie theaters, that didn\'t happen until I think the late \'70s or \'80s.\n\nQ    ",25281,is,couldn\'t
2546,PERSON,3,"CARDINAL:One, PERSON:couldn\'t, PERSON:didn\'t","One thing that occurs to me is that he had trouble, he couldn\'t smoke in the movie theaters, that didn\'t happen until I think the late \'70s or \'80s.\n\nQ    ",25281,is,didn\'t
2547,WORK_OF_ART,1,WORK_OF_ART:theaters?\n\nA,Do you mean the banning of smoking in the movie theaters?\n\nA    ,25313,mean,theaters?\n\nA    
2548,ORG,3,"ORG:Trade, ORG:Thompson, CARDINAL:001",He was\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=123\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5617 having trouble with that.  ,25333,having,Trade Thompson
2549,CARDINAL,3,"ORG:Trade, ORG:Thompson, CARDINAL:001",He was\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=123\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5617 having trouble with that.  ,25333,having,001
2550,PHONE_NUMBER,3,"ORG:Trade, ORG:Thompson, CARDINAL:001",He was\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=123\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5617 having trouble with that.  ,25333,having,358-6486
2551,PHONE_NUMBER,3,"ORG:Trade, ORG:Thompson, CARDINAL:001",He was\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=123\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5617 having trouble with that.  ,25333,having,1480753
2552,PHONE_NUMBER,3,"ORG:Trade, ORG:Thompson, CARDINAL:001",He was\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=123\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5617 having trouble with that.  ,25333,having,358 6486
2553,PHONE_NUMBER,3,"ORG:Trade, ORG:Thompson, CARDINAL:001",He was\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=123\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5617 having trouble with that.  ,25333,having,1480753
2554,INTERNATIONAL_PHONE_NUMBER,3,"ORG:Trade, ORG:Thompson, CARDINAL:001",He was\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=123\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5617 having trouble with that.  ,25333,having,001-060-358-6486
2555,PERSON,3,"PERSON:said\n\nhe, PERSON:couldn\'t, PERSON:the\n\nplot","He said\n\nhe left his wife there, he couldn\'t remember the\n\nplot, and that was a problem, she was unhappy about\n\nthat.\n\nQ    ",25365,remember,said\n\nhe
2556,PERSON,3,"PERSON:said\n\nhe, PERSON:couldn\'t, PERSON:the\n\nplot","He said\n\nhe left his wife there, he couldn\'t remember the\n\nplot, and that was a problem, she was unhappy about\n\nthat.\n\nQ    ",25365,remember,couldn\'t
2557,PERSON,3,"PERSON:said\n\nhe, PERSON:couldn\'t, PERSON:the\n\nplot","He said\n\nhe left his wife there, he couldn\'t remember the\n\nplot, and that was a problem, she was unhappy about\n\nthat.\n\nQ    ",25365,remember,the\n\nplot
2558,FAC,3,"FAC:relapse?\n\nA, FAC:That\, FAC:'s",Do smokers quit and relapse?\n\nA    That\'s the most likely outcome of trying to quit smoking is a relapse.\n\nQ    ,25388,is,relapse?\n\nA    That\'s
2559,PERCENT,4,"PERCENT:Only, PERCENT:3, PERCENT:percent, PERSON:\xef\xbf\xbd","Only 3 percent of them make it, so if \xef\xbf\xbd basically a lot more people than that try every year, many more people.  ",25412,make,Only 3 percent
2560,PERSON,4,"PERCENT:Only, PERCENT:3, PERCENT:percent, PERSON:\xef\xbf\xbd","Only 3 percent of them make it, so if \xef\xbf\xbd basically a lot more people than that try every year, many more people.  ",25412,make,\xef\xbf\xbd
2561,DATE,7,"DATE:the, DATE:years, PERCENT:75, PERCENT:percent, PERCENT:only, PERCENT:3, PERCENT:percent","In fact, surveys over the years have shown that 75 percent of smokers want to quit and only 3 percent do.\n\nQ    ",25439,shown,the years
2562,PERCENT,7,"DATE:the, DATE:years, PERCENT:75, PERCENT:percent, PERCENT:only, PERCENT:3, PERCENT:percent","In fact, surveys over the years have shown that 75 percent of smokers want to quit and only 3 percent do.\n\nQ    ",25439,shown,75 percent
2563,PERCENT,7,"DATE:the, DATE:years, PERCENT:75, PERCENT:percent, PERCENT:only, PERCENT:3, PERCENT:percent","In fact, surveys over the years have shown that 75 percent of smokers want to quit and only 3 percent do.\n\nQ    ",25439,shown,only 3 percent
2564,PERSON,1,PERSON:criteria?\n\nA,So let\'s look at some of \xef\xbf\xbd did he meet all these criteria?\n\nA    ,25465,meet,criteria?\n\nA
2565,PERSON,3,"PERSON:so.\n\nQ, PERSON:didn\'t, PERSON:equivocal?\n\nA",I believe so.\n\nQ    Are there any other criteria that he didn\'t meet or that were equivocal?\n\nA    ,25480,believe,so.\n\nQ    
2566,PERSON,3,"PERSON:so.\n\nQ, PERSON:didn\'t, PERSON:equivocal?\n\nA",I believe so.\n\nQ    Are there any other criteria that he didn\'t meet or that were equivocal?\n\nA    ,25480,believe,didn\'t
2567,PERSON,3,"PERSON:so.\n\nQ, PERSON:didn\'t, PERSON:equivocal?\n\nA",I believe so.\n\nQ    Are there any other criteria that he didn\'t meet or that were equivocal?\n\nA    ,25480,believe,equivocal?\n\nA
2568,PERSON,1,PERSON:didn\'t,didn\'t think so.  ,25499,think,didn\'t
2569,PERSON,1,PERSON:didn\'t,didn\'t think so.  ,25499,think, 
2570,PERSON,7,"PERSON:\'90s, PERSON:criteria?\n\nElectronically, ORG:Trade, ORG:Thompson, CARDINAL:001, CARDINAL:42b9-aed6, CARDINAL:5618\n\nA\n\nYeah\n\nQ","Whether he smoked and quit in the mid \'70s or the early to mid \'80s or even as late as the \'90s, according to some observers, does he meet these criteria?\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=124\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5618\n\nA\n\nYeah\n\nQ    ",25520,meet,\'90s
2571,PERSON,7,"PERSON:\'90s, PERSON:criteria?\n\nElectronically, ORG:Trade, ORG:Thompson, CARDINAL:001, CARDINAL:42b9-aed6, CARDINAL:5618\n\nA\n\nYeah\n\nQ","Whether he smoked and quit in the mid \'70s or the early to mid \'80s or even as late as the \'90s, according to some observers, does he meet these criteria?\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=124\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5618\n\nA\n\nYeah\n\nQ    ",25520,meet,criteria?\n\nElectronically
2572,ORG,7,"PERSON:\'90s, PERSON:criteria?\n\nElectronically, ORG:Trade, ORG:Thompson, CARDINAL:001, CARDINAL:42b9-aed6, CARDINAL:5618\n\nA\n\nYeah\n\nQ","Whether he smoked and quit in the mid \'70s or the early to mid \'80s or even as late as the \'90s, according to some observers, does he meet these criteria?\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=124\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5618\n\nA\n\nYeah\n\nQ    ",25520,meet,Trade Thompson
2573,CARDINAL,7,"PERSON:\'90s, PERSON:criteria?\n\nElectronically, ORG:Trade, ORG:Thompson, CARDINAL:001, CARDINAL:42b9-aed6, CARDINAL:5618\n\nA\n\nYeah\n\nQ","Whether he smoked and quit in the mid \'70s or the early to mid \'80s or even as late as the \'90s, according to some observers, does he meet these criteria?\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=124\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5618\n\nA\n\nYeah\n\nQ    ",25520,meet,001
2574,CARDINAL,7,"PERSON:\'90s, PERSON:criteria?\n\nElectronically, ORG:Trade, ORG:Thompson, CARDINAL:001, CARDINAL:42b9-aed6, CARDINAL:5618\n\nA\n\nYeah\n\nQ","Whether he smoked and quit in the mid \'70s or the early to mid \'80s or even as late as the \'90s, according to some observers, does he meet these criteria?\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=124\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5618\n\nA\n\nYeah\n\nQ    ",25520,meet,42b9-aed6
2575,CARDINAL,7,"PERSON:\'90s, PERSON:criteria?\n\nElectronically, ORG:Trade, ORG:Thompson, CARDINAL:001, CARDINAL:42b9-aed6, CARDINAL:5618\n\nA\n\nYeah\n\nQ","Whether he smoked and quit in the mid \'70s or the early to mid \'80s or even as late as the \'90s, according to some observers, does he meet these criteria?\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=124\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5618\n\nA\n\nYeah\n\nQ    ",25520,meet,5618\n\nA\n\nYeah\n\nQ
2576,PHONE_NUMBER,7,"PERSON:\'90s, PERSON:criteria?\n\nElectronically, ORG:Trade, ORG:Thompson, CARDINAL:001, CARDINAL:42b9-aed6, CARDINAL:5618\n\nA\n\nYeah\n\nQ","Whether he smoked and quit in the mid \'70s or the early to mid \'80s or even as late as the \'90s, according to some observers, does he meet these criteria?\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=124\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5618\n\nA\n\nYeah\n\nQ    ",25520,meet,358-6486
2577,PHONE_NUMBER,7,"PERSON:\'90s, PERSON:criteria?\n\nElectronically, ORG:Trade, ORG:Thompson, CARDINAL:001, CARDINAL:42b9-aed6, CARDINAL:5618\n\nA\n\nYeah\n\nQ","Whether he smoked and quit in the mid \'70s or the early to mid \'80s or even as late as the \'90s, according to some observers, does he meet these criteria?\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=124\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5618\n\nA\n\nYeah\n\nQ    ",25520,meet,1480753
2578,PHONE_NUMBER,7,"PERSON:\'90s, PERSON:criteria?\n\nElectronically, ORG:Trade, ORG:Thompson, CARDINAL:001, CARDINAL:42b9-aed6, CARDINAL:5618\n\nA\n\nYeah\n\nQ","Whether he smoked and quit in the mid \'70s or the early to mid \'80s or even as late as the \'90s, according to some observers, does he meet these criteria?\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=124\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5618\n\nA\n\nYeah\n\nQ    ",25520,meet,358 6486
2579,PHONE_NUMBER,7,"PERSON:\'90s, PERSON:criteria?\n\nElectronically, ORG:Trade, ORG:Thompson, CARDINAL:001, CARDINAL:42b9-aed6, CARDINAL:5618\n\nA\n\nYeah\n\nQ","Whether he smoked and quit in the mid \'70s or the early to mid \'80s or even as late as the \'90s, according to some observers, does he meet these criteria?\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=124\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5618\n\nA\n\nYeah\n\nQ    ",25520,meet,1480753
2580,INTERNATIONAL_PHONE_NUMBER,7,"PERSON:\'90s, PERSON:criteria?\n\nElectronically, ORG:Trade, ORG:Thompson, CARDINAL:001, CARDINAL:42b9-aed6, CARDINAL:5618\n\nA\n\nYeah\n\nQ","Whether he smoked and quit in the mid \'70s or the early to mid \'80s or even as late as the \'90s, according to some observers, does he meet these criteria?\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=124\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5618\n\nA\n\nYeah\n\nQ    ",25520,meet,001-060-358-6486
2581,CARDINAL,1,CARDINAL:\xef\xbf\xbd,"Now, let\'s look at \xef\xbf\xbd",25572,look,\xef\xbf\xbd
2582,ORG,1,ORG:Fagerstrom,you used the Fagerstrom Test for Nicotine Dependence.  ,25579,used,Fagerstrom
2583,CARDINAL,1,CARDINAL:one,That was one of the formal diagnostic tools you used?\n\nA    ,25589,was,one
2584,PERSON,1,PERSON:Yes.\n\nQ,Yes.\n\nQ    ,25600,Yes.\n\nQ,Yes.\n\nQ    
2585,PERSON,1,PERSON:Let\,Let\'s look at that.  ,25606,look,Let\
2586,ORG,1,ORG:Fagerstrom,So who is Fagerstrom?  ,25637,is,Fagerstrom
2587,PERSON,4,"PERSON:Carl, PERSON:Fagerstrom, CARDINAL:one, CARDINAL:\xef\xbf\xbd","Carl Fagerstrom is one of the \xef\xbf\xbd sort of the granddaddies of the field in the dependence field, and he developed this test and he has become very well known for this test.  ",25647,is,Carl Fagerstrom
2588,CARDINAL,4,"PERSON:Carl, PERSON:Fagerstrom, CARDINAL:one, CARDINAL:\xef\xbf\xbd","Carl Fagerstrom is one of the \xef\xbf\xbd sort of the granddaddies of the field in the dependence field, and he developed this test and he has become very well known for this test.  ",25647,is,one
2589,CARDINAL,4,"PERSON:Carl, PERSON:Fagerstrom, CARDINAL:one, CARDINAL:\xef\xbf\xbd","Carl Fagerstrom is one of the \xef\xbf\xbd sort of the granddaddies of the field in the dependence field, and he developed this test and he has become very well known for this test.  ",25647,is,\xef\xbf\xbd
2590,GPE,1,GPE:Sweden,He is I think from Sweden.  ,25683,think,Sweden
2591,ORG,3,"ORG:He\, DATE:the, DATE:years",He\'s been very kind about it over the years in terms of corresponding.,25697,been,He\
2592,DATE,3,"ORG:He\, DATE:the, DATE:years",He\'s been very kind about it over the years in terms of corresponding.,25697,been,the years
2593,DATE,4,"DATE:recent, DATE:years, ORG:R.J., ORG:Reynolds.\n\nA",In recent years did he actually sell his nicotine gum company to R.J. Reynolds.\n\nA    I\'ve heard that.  ,25734,sell,recent years
2594,ORG,4,"DATE:recent, DATE:years, ORG:R.J., ORG:Reynolds.\n\nA",In recent years did he actually sell his nicotine gum company to R.J. Reynolds.\n\nA    I\'ve heard that.  ,25734,sell,R.J. Reynolds.\n\nA
2595,DATE,1,DATE:that.\n\nQ,but I have heard that.\n\nQ    ,25761,heard,that.\n\nQ
2596,ORG,3,"ORG:Trade, ORG:Thompson, CARDINAL:001","With regard to this test, though, is this still a widely used test?\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=125\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5619",25767,is,Trade Thompson
2597,CARDINAL,3,"ORG:Trade, ORG:Thompson, CARDINAL:001","With regard to this test, though, is this still a widely used test?\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=125\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5619",25767,is,001
2598,PHONE_NUMBER,3,"ORG:Trade, ORG:Thompson, CARDINAL:001","With regard to this test, though, is this still a widely used test?\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=125\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5619",25767,is,358-6486
2599,PHONE_NUMBER,3,"ORG:Trade, ORG:Thompson, CARDINAL:001","With regard to this test, though, is this still a widely used test?\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=125\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5619",25767,is,1480753
2600,PHONE_NUMBER,3,"ORG:Trade, ORG:Thompson, CARDINAL:001","With regard to this test, though, is this still a widely used test?\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=125\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5619",25767,is,358 6486
2601,PHONE_NUMBER,3,"ORG:Trade, ORG:Thompson, CARDINAL:001","With regard to this test, though, is this still a widely used test?\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=125\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5619",25767,is,1480753
2602,INTERNATIONAL_PHONE_NUMBER,3,"ORG:Trade, ORG:Thompson, CARDINAL:001","With regard to this test, though, is this still a widely used test?\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=125\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5619",25767,is,001-060-358-6486
2603,ORG,1,ORG:Reynolds,Does Reynolds even use this test to this\n\nday?\n\nA    ,25813,use,Reynolds
2604,PERSON,1,PERSON:Fair,Fair enough.  ,25844,Fair,Fair
